MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10307679119,000000000023705340,0.1380,Active Import Interval (kWh),10-04-2025 03:00
10307679119,000000000023705340,0.8100,Active Import Interval (kWh),10-04-2025 02:30
10307679119,000000000023705340,1.5820,Active Import Interval (kWh),10-04-2025 02:00
10307679119,000000000023705340,0.4050,Active Import Interval (kWh),10-04-2025 01:30
10307679119,000000000023705340,0.4840,Active Import Interval (kWh),10-04-2025 01:00
10307679119,000000000023705340,0.4990,Active Import Interval (kWh),10-04-2025 00:30
10307679119,000000000023705340,0.5150,Active Import Interval (kWh),10-04-2025 00:00
10307679119,000000000023705340,0.6730,Active Import Interval (kWh),09-04-2025 23:30
10307679119,000000000023705340,0.4500,Active Import Interval (kWh),09-04-2025 23:00
10307679119,000000000023705340,0.3120,Active Import Interval (kWh),09-04-2025 22:30
10307679119,000000000023705340,0.3230,Active Import Interval (kWh),09-04-2025 22:00
10307679119,000000000023705340,0.3560,Active Import Interval (kWh),09-04-2025 21:30
10307679119,000000000023705340,1.0080,Active Import Interval (kWh),09-04-2025 21:00
10307679119,000000000023705340,0.4890,Active Import Interval (kWh),09-04-2025 20:30
10307679119,000000000023705340,0.3010,Active Import Interval (kWh),09-04-2025 20:00
10307679119,000000000023705340,0.3330,Active Import Interval (kWh),09-04-2025 19:30
10307679119,000000000023705340,0.3490,Active Import Interval (kWh),09-04-2025 19:00
10307679119,000000000023705340,0.7440,Active Import Interval (kWh),09-04-2025 18:30
10307679119,000000000023705340,0.9240,Active Import Interval (kWh),09-04-2025 18:00
10307679119,000000000023705340,1.8830,Active Import Interval (kWh),09-04-2025 17:30
10307679119,000000000023705340,1.0460,Active Import Interval (kWh),09-04-2025 17:00
10307679119,000000000023705340,0.2330,Active Import Interval (kWh),09-04-2025 16:30
10307679119,000000000023705340,0.1850,Active Import Interval (kWh),09-04-2025 16:00
10307679119,000000000023705340,0.1670,Active Import Interval (kWh),09-04-2025 15:30
10307679119,000000000023705340,0.1660,Active Import Interval (kWh),09-04-2025 15:00
10307679119,000000000023705340,0.1820,Active Import Interval (kWh),09-04-2025 14:30
10307679119,000000000023705340,0.1770,Active Import Interval (kWh),09-04-2025 14:00
10307679119,000000000023705340,0.1700,Active Import Interval (kWh),09-04-2025 13:30
10307679119,000000000023705340,0.1970,Active Import Interval (kWh),09-04-2025 13:00
10307679119,000000000023705340,0.1810,Active Import Interval (kWh),09-04-2025 12:30
10307679119,000000000023705340,0.1980,Active Import Interval (kWh),09-04-2025 12:00
10307679119,000000000023705340,0.2190,Active Import Interval (kWh),09-04-2025 11:30
10307679119,000000000023705340,0.3800,Active Import Interval (kWh),09-04-2025 11:00
10307679119,000000000023705340,0.7880,Active Import Interval (kWh),09-04-2025 10:30
10307679119,000000000023705340,0.6450,Active Import Interval (kWh),09-04-2025 10:00
10307679119,000000000023705340,0.7850,Active Import Interval (kWh),09-04-2025 09:30
10307679119,000000000023705340,0.9360,Active Import Interval (kWh),09-04-2025 09:00
10307679119,000000000023705340,1.0290,Active Import Interval (kWh),09-04-2025 08:30
10307679119,000000000023705340,0.6390,Active Import Interval (kWh),09-04-2025 08:00
10307679119,000000000023705340,0.6470,Active Import Interval (kWh),09-04-2025 07:30
10307679119,000000000023705340,0.5830,Active Import Interval (kWh),09-04-2025 07:00
10307679119,000000000023705340,1.4720,Active Import Interval (kWh),09-04-2025 06:30
10307679119,000000000023705340,0.1200,Active Import Interval (kWh),09-04-2025 06:00
10307679119,000000000023705340,0.1320,Active Import Interval (kWh),09-04-2025 05:30
10307679119,000000000023705340,0.1070,Active Import Interval (kWh),09-04-2025 05:00
10307679119,000000000023705340,0.1240,Active Import Interval (kWh),09-04-2025 04:30
10307679119,000000000023705340,0.1260,Active Import Interval (kWh),09-04-2025 04:00
10307679119,000000000023705340,0.1300,Active Import Interval (kWh),09-04-2025 03:30
10307679119,000000000023705340,0.1360,Active Import Interval (kWh),09-04-2025 03:00
10307679119,000000000023705340,0.1380,Active Import Interval (kWh),09-04-2025 02:30
10307679119,000000000023705340,0.1850,Active Import Interval (kWh),09-04-2025 02:00
10307679119,000000000023705340,0.1550,Active Import Interval (kWh),09-04-2025 01:30
10307679119,000000000023705340,0.2090,Active Import Interval (kWh),09-04-2025 01:00
10307679119,000000000023705340,0.2490,Active Import Interval (kWh),09-04-2025 00:30
10307679119,000000000023705340,0.2760,Active Import Interval (kWh),09-04-2025 00:00
10307679119,000000000023705340,0.2970,Active Import Interval (kWh),08-04-2025 23:30
10307679119,000000000023705340,0.3370,Active Import Interval (kWh),08-04-2025 23:00
10307679119,000000000023705340,0.3400,Active Import Interval (kWh),08-04-2025 22:30
10307679119,000000000023705340,0.9130,Active Import Interval (kWh),08-04-2025 22:00
10307679119,000000000023705340,1.4910,Active Import Interval (kWh),08-04-2025 21:30
10307679119,000000000023705340,0.3060,Active Import Interval (kWh),08-04-2025 21:00
10307679119,000000000023705340,0.3050,Active Import Interval (kWh),08-04-2025 20:30
10307679119,000000000023705340,1.1610,Active Import Interval (kWh),08-04-2025 20:00
10307679119,000000000023705340,0.6500,Active Import Interval (kWh),08-04-2025 19:30
10307679119,000000000023705340,0.2840,Active Import Interval (kWh),08-04-2025 19:00
10307679119,000000000023705340,0.2000,Active Import Interval (kWh),08-04-2025 18:30
10307679119,000000000023705340,0.8620,Active Import Interval (kWh),08-04-2025 18:00
10307679119,000000000023705340,1.3960,Active Import Interval (kWh),08-04-2025 17:30
10307679119,000000000023705340,0.1760,Active Import Interval (kWh),08-04-2025 17:00
10307679119,000000000023705340,0.1890,Active Import Interval (kWh),08-04-2025 16:30
10307679119,000000000023705340,0.1820,Active Import Interval (kWh),08-04-2025 16:00
10307679119,000000000023705340,0.2420,Active Import Interval (kWh),08-04-2025 15:30
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),08-04-2025 15:00
10307679119,000000000023705340,0.1730,Active Import Interval (kWh),08-04-2025 14:30
10307679119,000000000023705340,0.2020,Active Import Interval (kWh),08-04-2025 14:00
10307679119,000000000023705340,0.2080,Active Import Interval (kWh),08-04-2025 13:30
10307679119,000000000023705340,0.3460,Active Import Interval (kWh),08-04-2025 13:00
10307679119,000000000023705340,0.2600,Active Import Interval (kWh),08-04-2025 12:30
10307679119,000000000023705340,0.2810,Active Import Interval (kWh),08-04-2025 12:00
10307679119,000000000023705340,0.9650,Active Import Interval (kWh),08-04-2025 11:30
10307679119,000000000023705340,0.5370,Active Import Interval (kWh),08-04-2025 11:00
10307679119,000000000023705340,0.4610,Active Import Interval (kWh),08-04-2025 10:30
10307679119,000000000023705340,0.4050,Active Import Interval (kWh),08-04-2025 10:00
10307679119,000000000023705340,0.4810,Active Import Interval (kWh),08-04-2025 09:30
10307679119,000000000023705340,0.4280,Active Import Interval (kWh),08-04-2025 09:00
10307679119,000000000023705340,0.6540,Active Import Interval (kWh),08-04-2025 08:30
10307679119,000000000023705340,0.7070,Active Import Interval (kWh),08-04-2025 08:00
10307679119,000000000023705340,0.6280,Active Import Interval (kWh),08-04-2025 07:30
10307679119,000000000023705340,0.8790,Active Import Interval (kWh),08-04-2025 07:00
10307679119,000000000023705340,1.2690,Active Import Interval (kWh),08-04-2025 06:30
10307679119,000000000023705340,1.0290,Active Import Interval (kWh),08-04-2025 06:00
10307679119,000000000023705340,0.5610,Active Import Interval (kWh),08-04-2025 05:30
10307679119,000000000023705340,0.5420,Active Import Interval (kWh),08-04-2025 05:00
10307679119,000000000023705340,0.1540,Active Import Interval (kWh),08-04-2025 04:30
10307679119,000000000023705340,0.1190,Active Import Interval (kWh),08-04-2025 04:00
10307679119,000000000023705340,0.0970,Active Import Interval (kWh),08-04-2025 03:30
10307679119,000000000023705340,0.1010,Active Import Interval (kWh),08-04-2025 03:00
10307679119,000000000023705340,0.1320,Active Import Interval (kWh),08-04-2025 02:30
10307679119,000000000023705340,0.1380,Active Import Interval (kWh),08-04-2025 02:00
10307679119,000000000023705340,0.1480,Active Import Interval (kWh),08-04-2025 01:30
10307679119,000000000023705340,0.1520,Active Import Interval (kWh),08-04-2025 01:00
10307679119,000000000023705340,0.7150,Active Import Interval (kWh),08-04-2025 00:30
10307679119,000000000023705340,0.8060,Active Import Interval (kWh),08-04-2025 00:00
10307679119,000000000023705340,0.3210,Active Import Interval (kWh),07-04-2025 23:30
10307679119,000000000023705340,0.3310,Active Import Interval (kWh),07-04-2025 23:00
10307679119,000000000023705340,0.3040,Active Import Interval (kWh),07-04-2025 22:30
10307679119,000000000023705340,0.3040,Active Import Interval (kWh),07-04-2025 22:00
10307679119,000000000023705340,0.3960,Active Import Interval (kWh),07-04-2025 21:30
10307679119,000000000023705340,0.2970,Active Import Interval (kWh),07-04-2025 21:00
10307679119,000000000023705340,0.3120,Active Import Interval (kWh),07-04-2025 20:30
10307679119,000000000023705340,0.3000,Active Import Interval (kWh),07-04-2025 20:00
10307679119,000000000023705340,0.3090,Active Import Interval (kWh),07-04-2025 19:30
10307679119,000000000023705340,0.2010,Active Import Interval (kWh),07-04-2025 19:00
10307679119,000000000023705340,0.3130,Active Import Interval (kWh),07-04-2025 18:30
10307679119,000000000023705340,0.4070,Active Import Interval (kWh),07-04-2025 18:00
10307679119,000000000023705340,2.1350,Active Import Interval (kWh),07-04-2025 17:30
10307679119,000000000023705340,0.5530,Active Import Interval (kWh),07-04-2025 17:00
10307679119,000000000023705340,0.1600,Active Import Interval (kWh),07-04-2025 16:30
10307679119,000000000023705340,0.1660,Active Import Interval (kWh),07-04-2025 16:00
10307679119,000000000023705340,0.1770,Active Import Interval (kWh),07-04-2025 15:30
10307679119,000000000023705340,0.1830,Active Import Interval (kWh),07-04-2025 15:00
10307679119,000000000023705340,0.1750,Active Import Interval (kWh),07-04-2025 14:30
10307679119,000000000023705340,0.2690,Active Import Interval (kWh),07-04-2025 14:00
10307679119,000000000023705340,0.1830,Active Import Interval (kWh),07-04-2025 13:30
10307679119,000000000023705340,0.2250,Active Import Interval (kWh),07-04-2025 13:00
10307679119,000000000023705340,0.3200,Active Import Interval (kWh),07-04-2025 12:30
10307679119,000000000023705340,0.2440,Active Import Interval (kWh),07-04-2025 12:00
10307679119,000000000023705340,0.2530,Active Import Interval (kWh),07-04-2025 11:30
10307679119,000000000023705340,0.3520,Active Import Interval (kWh),07-04-2025 11:00
10307679119,000000000023705340,0.2620,Active Import Interval (kWh),07-04-2025 10:30
10307679119,000000000023705340,0.4140,Active Import Interval (kWh),07-04-2025 10:00
10307679119,000000000023705340,0.4460,Active Import Interval (kWh),07-04-2025 09:30
10307679119,000000000023705340,0.4200,Active Import Interval (kWh),07-04-2025 09:00
10307679119,000000000023705340,0.6920,Active Import Interval (kWh),07-04-2025 08:30
10307679119,000000000023705340,0.5670,Active Import Interval (kWh),07-04-2025 08:00
10307679119,000000000023705340,0.5050,Active Import Interval (kWh),07-04-2025 07:30
10307679119,000000000023705340,0.8720,Active Import Interval (kWh),07-04-2025 07:00
10307679119,000000000023705340,1.4780,Active Import Interval (kWh),07-04-2025 06:30
10307679119,000000000023705340,0.5000,Active Import Interval (kWh),07-04-2025 06:00
10307679119,000000000023705340,0.5950,Active Import Interval (kWh),07-04-2025 05:30
10307679119,000000000023705340,0.4340,Active Import Interval (kWh),07-04-2025 05:00
10307679119,000000000023705340,0.5340,Active Import Interval (kWh),07-04-2025 04:30
10307679119,000000000023705340,0.5470,Active Import Interval (kWh),07-04-2025 04:00
10307679119,000000000023705340,0.4140,Active Import Interval (kWh),07-04-2025 03:30
10307679119,000000000023705340,0.4640,Active Import Interval (kWh),07-04-2025 03:00
10307679119,000000000023705340,0.5980,Active Import Interval (kWh),07-04-2025 02:30
10307679119,000000000023705340,0.4490,Active Import Interval (kWh),07-04-2025 02:00
10307679119,000000000023705340,0.4670,Active Import Interval (kWh),07-04-2025 01:30
10307679119,000000000023705340,0.1580,Active Import Interval (kWh),07-04-2025 01:00
10307679119,000000000023705340,0.1930,Active Import Interval (kWh),07-04-2025 00:30
10307679119,000000000023705340,0.9920,Active Import Interval (kWh),07-04-2025 00:00
10307679119,000000000023705340,1.5030,Active Import Interval (kWh),06-04-2025 23:30
10307679119,000000000023705340,0.3650,Active Import Interval (kWh),06-04-2025 23:00
10307679119,000000000023705340,0.6970,Active Import Interval (kWh),06-04-2025 22:30
10307679119,000000000023705340,0.9150,Active Import Interval (kWh),06-04-2025 22:00
10307679119,000000000023705340,0.3190,Active Import Interval (kWh),06-04-2025 21:30
10307679119,000000000023705340,0.4630,Active Import Interval (kWh),06-04-2025 21:00
10307679119,000000000023705340,0.3840,Active Import Interval (kWh),06-04-2025 20:30
10307679119,000000000023705340,1.2150,Active Import Interval (kWh),06-04-2025 20:00
10307679119,000000000023705340,1.4030,Active Import Interval (kWh),06-04-2025 19:30
10307679119,000000000023705340,0.1630,Active Import Interval (kWh),06-04-2025 19:00
10307679119,000000000023705340,0.2870,Active Import Interval (kWh),06-04-2025 18:30
10307679119,000000000023705340,0.3750,Active Import Interval (kWh),06-04-2025 18:00
10307679119,000000000023705340,1.0660,Active Import Interval (kWh),06-04-2025 17:30
10307679119,000000000023705340,0.3620,Active Import Interval (kWh),06-04-2025 17:00
10307679119,000000000023705340,0.5210,Active Import Interval (kWh),06-04-2025 16:30
10307679119,000000000023705340,1.8070,Active Import Interval (kWh),06-04-2025 16:00
10307679119,000000000023705340,0.8460,Active Import Interval (kWh),06-04-2025 15:30
10307679119,000000000023705340,0.4460,Active Import Interval (kWh),06-04-2025 15:00
10307679119,000000000023705340,0.5580,Active Import Interval (kWh),06-04-2025 14:30
10307679119,000000000023705340,0.7970,Active Import Interval (kWh),06-04-2025 14:00
10307679119,000000000023705340,0.4800,Active Import Interval (kWh),06-04-2025 13:30
10307679119,000000000023705340,0.5810,Active Import Interval (kWh),06-04-2025 13:00
10307679119,000000000023705340,1.5570,Active Import Interval (kWh),06-04-2025 12:30
10307679119,000000000023705340,0.5680,Active Import Interval (kWh),06-04-2025 12:00
10307679119,000000000023705340,0.6290,Active Import Interval (kWh),06-04-2025 11:30
10307679119,000000000023705340,0.4590,Active Import Interval (kWh),06-04-2025 11:00
10307679119,000000000023705340,0.7060,Active Import Interval (kWh),06-04-2025 10:30
10307679119,000000000023705340,0.2760,Active Import Interval (kWh),06-04-2025 10:00
10307679119,000000000023705340,0.2270,Active Import Interval (kWh),06-04-2025 09:30
10307679119,000000000023705340,0.1920,Active Import Interval (kWh),06-04-2025 09:00
10307679119,000000000023705340,0.1590,Active Import Interval (kWh),06-04-2025 08:30
10307679119,000000000023705340,0.1720,Active Import Interval (kWh),06-04-2025 08:00
10307679119,000000000023705340,0.1480,Active Import Interval (kWh),06-04-2025 07:30
10307679119,000000000023705340,0.1330,Active Import Interval (kWh),06-04-2025 07:00
10307679119,000000000023705340,1.3760,Active Import Interval (kWh),06-04-2025 06:30
10307679119,000000000023705340,0.1290,Active Import Interval (kWh),06-04-2025 06:00
10307679119,000000000023705340,0.1280,Active Import Interval (kWh),06-04-2025 05:30
10307679119,000000000023705340,0.1230,Active Import Interval (kWh),06-04-2025 05:00
10307679119,000000000023705340,0.1180,Active Import Interval (kWh),06-04-2025 04:30
10307679119,000000000023705340,0.1550,Active Import Interval (kWh),06-04-2025 04:00
10307679119,000000000023705340,0.1120,Active Import Interval (kWh),06-04-2025 03:30
10307679119,000000000023705340,0.1080,Active Import Interval (kWh),06-04-2025 03:00
10307679119,000000000023705340,0.1170,Active Import Interval (kWh),06-04-2025 02:30
10307679119,000000000023705340,0.1340,Active Import Interval (kWh),06-04-2025 02:00
10307679119,000000000023705340,0.1340,Active Import Interval (kWh),06-04-2025 01:30
10307679119,000000000023705340,0.1420,Active Import Interval (kWh),06-04-2025 01:00
10307679119,000000000023705340,0.1640,Active Import Interval (kWh),06-04-2025 00:30
10307679119,000000000023705340,0.1580,Active Import Interval (kWh),06-04-2025 00:00
10307679119,000000000023705340,0.8050,Active Import Interval (kWh),05-04-2025 23:30
10307679119,000000000023705340,1.1170,Active Import Interval (kWh),05-04-2025 23:00
10307679119,000000000023705340,0.2290,Active Import Interval (kWh),05-04-2025 22:30
10307679119,000000000023705340,0.3190,Active Import Interval (kWh),05-04-2025 22:00
10307679119,000000000023705340,0.4720,Active Import Interval (kWh),05-04-2025 21:30
10307679119,000000000023705340,0.7940,Active Import Interval (kWh),05-04-2025 21:00
10307679119,000000000023705340,0.2240,Active Import Interval (kWh),05-04-2025 20:30
10307679119,000000000023705340,0.4160,Active Import Interval (kWh),05-04-2025 20:00
10307679119,000000000023705340,0.5270,Active Import Interval (kWh),05-04-2025 19:30
10307679119,000000000023705340,0.3980,Active Import Interval (kWh),05-04-2025 19:00
10307679119,000000000023705340,0.4800,Active Import Interval (kWh),05-04-2025 18:30
10307679119,000000000023705340,0.9690,Active Import Interval (kWh),05-04-2025 18:00
10307679119,000000000023705340,2.4450,Active Import Interval (kWh),05-04-2025 17:30
10307679119,000000000023705340,1.4030,Active Import Interval (kWh),05-04-2025 17:00
10307679119,000000000023705340,0.4300,Active Import Interval (kWh),05-04-2025 16:30
10307679119,000000000023705340,0.3900,Active Import Interval (kWh),05-04-2025 16:00
10307679119,000000000023705340,0.5780,Active Import Interval (kWh),05-04-2025 15:30
10307679119,000000000023705340,0.4840,Active Import Interval (kWh),05-04-2025 15:00
10307679119,000000000023705340,1.7680,Active Import Interval (kWh),05-04-2025 14:30
10307679119,000000000023705340,0.6070,Active Import Interval (kWh),05-04-2025 14:00
10307679119,000000000023705340,0.3830,Active Import Interval (kWh),05-04-2025 13:30
10307679119,000000000023705340,0.2200,Active Import Interval (kWh),05-04-2025 13:00
10307679119,000000000023705340,0.1990,Active Import Interval (kWh),05-04-2025 12:30
10307679119,000000000023705340,0.2050,Active Import Interval (kWh),05-04-2025 12:00
10307679119,000000000023705340,0.2630,Active Import Interval (kWh),05-04-2025 11:30
10307679119,000000000023705340,0.3650,Active Import Interval (kWh),05-04-2025 11:00
10307679119,000000000023705340,0.1590,Active Import Interval (kWh),05-04-2025 10:30
10307679119,000000000023705340,0.2000,Active Import Interval (kWh),05-04-2025 10:00
10307679119,000000000023705340,0.5020,Active Import Interval (kWh),05-04-2025 09:30
10307679119,000000000023705340,0.8700,Active Import Interval (kWh),05-04-2025 09:00
10307679119,000000000023705340,0.2250,Active Import Interval (kWh),05-04-2025 08:30
10307679119,000000000023705340,0.1740,Active Import Interval (kWh),05-04-2025 08:00
10307679119,000000000023705340,0.1450,Active Import Interval (kWh),05-04-2025 07:30
10307679119,000000000023705340,0.0950,Active Import Interval (kWh),05-04-2025 07:00
10307679119,000000000023705340,0.1460,Active Import Interval (kWh),05-04-2025 06:30
10307679119,000000000023705340,0.1120,Active Import Interval (kWh),05-04-2025 06:00
10307679119,000000000023705340,1.1790,Active Import Interval (kWh),05-04-2025 05:30
10307679119,000000000023705340,1.9000,Active Import Interval (kWh),05-04-2025 05:00
10307679119,000000000023705340,1.4710,Active Import Interval (kWh),05-04-2025 04:30
10307679119,000000000023705340,0.1340,Active Import Interval (kWh),05-04-2025 04:00
10307679119,000000000023705340,0.1300,Active Import Interval (kWh),05-04-2025 03:30
10307679119,000000000023705340,0.1350,Active Import Interval (kWh),05-04-2025 03:00
10307679119,000000000023705340,0.1380,Active Import Interval (kWh),05-04-2025 02:30
10307679119,000000000023705340,0.1420,Active Import Interval (kWh),05-04-2025 02:00
10307679119,000000000023705340,0.1340,Active Import Interval (kWh),05-04-2025 01:30
10307679119,000000000023705340,0.2320,Active Import Interval (kWh),05-04-2025 01:00
10307679119,000000000023705340,0.4720,Active Import Interval (kWh),05-04-2025 00:30
10307679119,000000000023705340,0.7420,Active Import Interval (kWh),05-04-2025 00:00
10307679119,000000000023705340,0.6290,Active Import Interval (kWh),04-04-2025 23:30
10307679119,000000000023705340,0.7990,Active Import Interval (kWh),04-04-2025 23:00
10307679119,000000000023705340,0.6400,Active Import Interval (kWh),04-04-2025 22:30
10307679119,000000000023705340,0.6480,Active Import Interval (kWh),04-04-2025 22:00
10307679119,000000000023705340,0.5290,Active Import Interval (kWh),04-04-2025 21:30
10307679119,000000000023705340,0.5800,Active Import Interval (kWh),04-04-2025 21:00
10307679119,000000000023705340,0.6100,Active Import Interval (kWh),04-04-2025 20:30
10307679119,000000000023705340,0.5950,Active Import Interval (kWh),04-04-2025 20:00
10307679119,000000000023705340,0.9700,Active Import Interval (kWh),04-04-2025 19:30
10307679119,000000000023705340,0.4950,Active Import Interval (kWh),04-04-2025 19:00
10307679119,000000000023705340,0.5940,Active Import Interval (kWh),04-04-2025 18:30
10307679119,000000000023705340,0.8160,Active Import Interval (kWh),04-04-2025 18:00
10307679119,000000000023705340,1.0540,Active Import Interval (kWh),04-04-2025 17:30
10307679119,000000000023705340,0.1810,Active Import Interval (kWh),04-04-2025 17:00
10307679119,000000000023705340,0.1810,Active Import Interval (kWh),04-04-2025 16:30
10307679119,000000000023705340,0.6050,Active Import Interval (kWh),04-04-2025 16:00
10307679119,000000000023705340,0.6790,Active Import Interval (kWh),04-04-2025 15:30
10307679119,000000000023705340,0.7130,Active Import Interval (kWh),04-04-2025 15:00
10307679119,000000000023705340,0.1940,Active Import Interval (kWh),04-04-2025 14:30
10307679119,000000000023705340,0.2950,Active Import Interval (kWh),04-04-2025 14:00
10307679119,000000000023705340,0.6450,Active Import Interval (kWh),04-04-2025 13:30
10307679119,000000000023705340,0.7010,Active Import Interval (kWh),04-04-2025 13:00
10307679119,000000000023705340,0.1460,Active Import Interval (kWh),04-04-2025 12:30
10307679119,000000000023705340,0.1400,Active Import Interval (kWh),04-04-2025 12:00
10307679119,000000000023705340,0.1410,Active Import Interval (kWh),04-04-2025 11:30
10307679119,000000000023705340,1.5460,Active Import Interval (kWh),04-04-2025 11:00
10307679119,000000000023705340,0.2090,Active Import Interval (kWh),04-04-2025 10:30
10307679119,000000000023705340,0.5110,Active Import Interval (kWh),04-04-2025 10:00
10307679119,000000000023705340,0.6570,Active Import Interval (kWh),04-04-2025 09:30
10307679119,000000000023705340,0.5320,Active Import Interval (kWh),04-04-2025 09:00
10307679119,000000000023705340,0.3000,Active Import Interval (kWh),04-04-2025 08:30
10307679119,000000000023705340,0.1640,Active Import Interval (kWh),04-04-2025 08:00
10307679119,000000000023705340,0.1240,Active Import Interval (kWh),04-04-2025 07:30
10307679119,000000000023705340,0.1320,Active Import Interval (kWh),04-04-2025 07:00
10307679119,000000000023705340,1.2030,Active Import Interval (kWh),04-04-2025 06:30
10307679119,000000000023705340,0.1460,Active Import Interval (kWh),04-04-2025 06:00
10307679119,000000000023705340,0.1180,Active Import Interval (kWh),04-04-2025 05:30
10307679119,000000000023705340,0.1270,Active Import Interval (kWh),04-04-2025 05:00
10307679119,000000000023705340,0.1520,Active Import Interval (kWh),04-04-2025 04:30
10307679119,000000000023705340,0.2130,Active Import Interval (kWh),04-04-2025 04:00
10307679119,000000000023705340,0.3190,Active Import Interval (kWh),04-04-2025 03:30
10307679119,000000000023705340,0.2800,Active Import Interval (kWh),04-04-2025 03:00
10307679119,000000000023705340,0.2990,Active Import Interval (kWh),04-04-2025 02:30
10307679119,000000000023705340,0.3140,Active Import Interval (kWh),04-04-2025 02:00
10307679119,000000000023705340,0.3890,Active Import Interval (kWh),04-04-2025 01:30
10307679119,000000000023705340,0.4450,Active Import Interval (kWh),04-04-2025 01:00
10307679119,000000000023705340,0.5220,Active Import Interval (kWh),04-04-2025 00:30
10307679119,000000000023705340,0.8190,Active Import Interval (kWh),04-04-2025 00:00
10307679119,000000000023705340,0.7970,Active Import Interval (kWh),03-04-2025 23:30
10307679119,000000000023705340,1.2800,Active Import Interval (kWh),03-04-2025 23:00
10307679119,000000000023705340,1.3730,Active Import Interval (kWh),03-04-2025 22:30
10307679119,000000000023705340,0.5650,Active Import Interval (kWh),03-04-2025 22:00
10307679119,000000000023705340,0.4290,Active Import Interval (kWh),03-04-2025 21:30
10307679119,000000000023705340,0.3450,Active Import Interval (kWh),03-04-2025 21:00
10307679119,000000000023705340,0.4790,Active Import Interval (kWh),03-04-2025 20:30
10307679119,000000000023705340,0.5050,Active Import Interval (kWh),03-04-2025 20:00
10307679119,000000000023705340,0.3810,Active Import Interval (kWh),03-04-2025 19:30
10307679119,000000000023705340,0.3520,Active Import Interval (kWh),03-04-2025 19:00
10307679119,000000000023705340,0.3820,Active Import Interval (kWh),03-04-2025 18:30
10307679119,000000000023705340,0.4310,Active Import Interval (kWh),03-04-2025 18:00
10307679119,000000000023705340,0.9210,Active Import Interval (kWh),03-04-2025 17:30
10307679119,000000000023705340,0.1840,Active Import Interval (kWh),03-04-2025 17:00
10307679119,000000000023705340,0.6820,Active Import Interval (kWh),03-04-2025 16:30
10307679119,000000000023705340,0.4390,Active Import Interval (kWh),03-04-2025 16:00
10307679119,000000000023705340,0.5820,Active Import Interval (kWh),03-04-2025 15:30
10307679119,000000000023705340,0.7970,Active Import Interval (kWh),03-04-2025 15:00
10307679119,000000000023705340,0.1560,Active Import Interval (kWh),03-04-2025 14:30
10307679119,000000000023705340,0.1580,Active Import Interval (kWh),03-04-2025 14:00
10307679119,000000000023705340,0.1540,Active Import Interval (kWh),03-04-2025 13:30
10307679119,000000000023705340,0.1550,Active Import Interval (kWh),03-04-2025 13:00
10307679119,000000000023705340,0.1440,Active Import Interval (kWh),03-04-2025 12:30
10307679119,000000000023705340,0.1340,Active Import Interval (kWh),03-04-2025 12:00
10307679119,000000000023705340,0.1650,Active Import Interval (kWh),03-04-2025 11:30
10307679119,000000000023705340,0.1440,Active Import Interval (kWh),03-04-2025 11:00
10307679119,000000000023705340,0.1270,Active Import Interval (kWh),03-04-2025 10:30
10307679119,000000000023705340,0.1270,Active Import Interval (kWh),03-04-2025 10:00
10307679119,000000000023705340,0.1720,Active Import Interval (kWh),03-04-2025 09:30
10307679119,000000000023705340,0.7160,Active Import Interval (kWh),03-04-2025 09:00
10307679119,000000000023705340,0.5660,Active Import Interval (kWh),03-04-2025 08:30
10307679119,000000000023705340,0.1580,Active Import Interval (kWh),03-04-2025 08:00
10307679119,000000000023705340,0.1360,Active Import Interval (kWh),03-04-2025 07:30
10307679119,000000000023705340,0.7630,Active Import Interval (kWh),03-04-2025 07:00
10307679119,000000000023705340,1.3820,Active Import Interval (kWh),03-04-2025 06:30
10307679119,000000000023705340,0.1480,Active Import Interval (kWh),03-04-2025 06:00
10307679119,000000000023705340,0.1130,Active Import Interval (kWh),03-04-2025 05:30
10307679119,000000000023705340,0.1110,Active Import Interval (kWh),03-04-2025 05:00
10307679119,000000000023705340,0.1090,Active Import Interval (kWh),03-04-2025 04:30
10307679119,000000000023705340,0.1260,Active Import Interval (kWh),03-04-2025 04:00
10307679119,000000000023705340,0.1240,Active Import Interval (kWh),03-04-2025 03:30
10307679119,000000000023705340,0.1340,Active Import Interval (kWh),03-04-2025 03:00
10307679119,000000000023705340,0.4890,Active Import Interval (kWh),03-04-2025 02:30
10307679119,000000000023705340,0.5440,Active Import Interval (kWh),03-04-2025 02:00
10307679119,000000000023705340,0.4260,Active Import Interval (kWh),03-04-2025 01:30
10307679119,000000000023705340,0.8250,Active Import Interval (kWh),03-04-2025 01:00
10307679119,000000000023705340,0.4890,Active Import Interval (kWh),03-04-2025 00:30
10307679119,000000000023705340,0.5030,Active Import Interval (kWh),03-04-2025 00:00
10307679119,000000000023705340,1.6070,Active Import Interval (kWh),02-04-2025 23:30
10307679119,000000000023705340,0.5320,Active Import Interval (kWh),02-04-2025 23:00
10307679119,000000000023705340,0.3510,Active Import Interval (kWh),02-04-2025 22:30
10307679119,000000000023705340,0.4750,Active Import Interval (kWh),02-04-2025 22:00
10307679119,000000000023705340,0.2630,Active Import Interval (kWh),02-04-2025 21:30
10307679119,000000000023705340,0.2540,Active Import Interval (kWh),02-04-2025 21:00
